age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,credit_utilization,loan_to_income
74,Male,Single,High School,55418.17,Employed,0.089,695,18632.22,Vacation,15.72,60,2,64072.99,21406.17,2,0.33409038660440227,0.33621139059626115
35,Female,Single,Master's,17412.04,Employed,0.216,719,16509.68,Business,9.41,36,5,30873.43,5120.87,2,0.16586657200058433,0.9481760896483122
50,Female,Married,High School,54037.12,Employed,0.255,622,8360.95,Vacation,9.45,36,4,59652.34,17374.23,6,0.2912581467885417,0.15472604757618466
35,Female,Married,Master's,34612.76,Employed,0.245,820,9773.81,Car,6.62,60,5,41814.94,26062.77,1,0.6232884705801324,0.28237592148097984
23,Male,Single,Bachelor's,24721.73,Employed,0.194,674,15729.11,Debt consolidation,12.83,60,4,35654.02,24051.75,2,0.6745873256367726,0.6362463306572801
25,Female,Single,Bachelor's,18465.8,Retired,0.052,678,25176.14,Education,12.24,60,5,29050.59,1728.19,2,0.0594889811188,1.363392866813244
58,Male,Married,Master's,25852.92,Employed,0.128,782,5521.39,Education,8.14,36,4,23651.76,7389.26,5,0.312419033509557,0.21356929894186036
27,Male,Married,Other,57579.19,Employed,0.208,631,11641.23,Debt consolidation,11.14,36,5,55353.89,21616.37,1,0.3905122115175645,0.20217773122546528
46,Male,Single,Master's,32786.95,Employed,0.083,588,500.0,Other,15.05,60,7,26139.89,18454.34,5,0.705983843084267,0.015249969881309486
36,Male,Married,High School,35593.32,Self-employed,0.175,699,19092.96,Home,15.67,36,5,34574.45,6855.23,1,0.19827444832817298,0.5364197551675427
66,Female,Single,Other,29665.07,Unemployed,0.084,735,35631.19,Debt consolidation,11.4,36,9,38130.15,5927.92,0,0.15546542565397722,1.2011159926472448
58,Male,Married,High School,15552.85,Self-employed,0.055,655,27321.43,Home,16.02,36,4,19523.71,3432.51,2,0.1758123840192259,1.7566831802531369
58,Male,Single,High School,39726.55,Employed,0.243,742,19238.36,Other,10.71,36,5,49615.69,2999.47,2,0.06045406201143226,0.48426958797076514
57,Female,Widowed,Bachelor's,93298.32,Self-employed,0.176,753,28369.27,Debt consolidation,10.8,36,5,115556.72,95500.65,5,0.8264396047239831,0.3040705341746775
47,Female,Single,High School,32024.63,Employed,0.155,586,7895.61,Medical,14.23,36,2,20324.15,7134.58,2,0.35103952686828227,0.24654804754965162
47,Female,Married,Master's,23501.9,Employed,0.22,706,14338.73,Debt consolidation,14.99,36,2,25548.73,20052.05,2,0.7848550593317163,0.6101093954105837
23,Female,Divorced,Bachelor's,53659.54,Employed,0.117,651,21098.58,Other,10.74,36,5,57030.15,29191.35,3,0.5118582013198282,0.39319345637327496
66,Female,Married,High School,35096.87,Employed,0.028,749,28326.55,Debt consolidation,8.12,36,1,43048.87,13106.49,1,0.30445607515365675,0.8070961883495593
74,Male,Married,Bachelor's,11379.94,Unemployed,0.193,624,15052.01,Debt consolidation,14.16,36,7,21438.93,7020.04,3,0.32744358043988203,1.3226792056900123
70,Male,Single,Bachelor's,38041.56,Retired,0.31,628,8651.47,Business,17.27,36,5,48869.72,9538.52,2,0.1951826202400996,0.22742153581504018
33,Male,Single,Master's,93210.03,Employed,0.12,729,26068.5,Car,13.99,36,1,58451.77,6384.09,0,0.10921978923820443,0.27967483756844624
67,Female,Single,High School,55926.72,Self-employed,0.088,727,20613.2,Debt consolidation,13.75,60,4,77521.8,6832.02,0,0.08813030657182883,0.3685751640718426
40,Female,Married,Bachelor's,27956.4,Employed,0.068,679,23624.87,Other,11.94,36,2,41114.59,23378.75,2,0.5686241793971435,0.84506123821379
69,Female,Divorced,Master's,32000.22,Employed,0.125,583,1924.93,Medical,15.74,60,7,38502.86,36334.16,2,0.9436743140639423,0.06015364894366351
74,Female,Single,High School,28512.1,Retired,0.126,725,23328.2,Debt consolidation,8.82,36,4,30338.08,11110.82,3,0.3662334597311365,0.8181859631524862
33,Male,Single,Other,44593.7,Employed,0.027,673,25662.44,Debt consolidation,13.41,60,3,28674.86,13119.62,0,0.4575303942198846,0.5754723200810877
51,Male,Married,Bachelor's,159267.86,Employed,0.292,633,20839.86,Debt consolidation,11.54,36,7,172657.32,112669.74,1,0.652562775791956,0.13084786849022773
50,Female,Single,Master's,21883.81,Employed,0.122,601,9999.25,Debt consolidation,13.32,36,7,25014.31,2111.42,3,0.08440848458342444,0.4569245483304781
61,Male,Single,High School,52320.93,Employed,0.196,565,6027.3,Home,16.07,36,7,48226.43,18002.05,5,0.3732818290717351,0.11519864039113983
70,Other,Single,Other,23001.72,Employed,0.333,695,35772.29,Debt consolidation,12.92,60,7,21640.65,13140.14,1,0.6071971035990138,1.5552006545597459
22,Female,Single,Bachelor's,29058.26,Self-employed,0.114,695,19606.88,Debt consolidation,12.29,36,5,24476.11,14684.91,0,0.5999691127389115,0.6747437733711517
60,Male,Single,PhD,52614.21,Employed,0.255,688,19686.01,Debt consolidation,10.48,36,3,57231.72,34589.81,2,0.6043818008614803,0.3741576657712812
51,Female,Divorced,Bachelor's,43738.95,Employed,0.176,645,6930.2,Other,13.92,36,4,39027.6,22400.46,3,0.5739645789133844,0.15844459000501843
21,Male,Single,High School,23258.94,Unemployed,0.144,683,19103.8,Other,12.82,36,3,16855.59,13637.23,2,0.8090627501024882,0.8213529937305828
62,Female,Single,High School,24490.56,Employed,0.226,737,26930.73,Debt consolidation,10.02,36,5,23196.75,10557.17,0,0.45511418625454,1.0996371663204108
54,Male,Single,Bachelor's,49165.38,Employed,0.091,731,500.0,Home,9.77,36,3,28380.7,26939.88,3,0.9492324008921555,0.010169757662810702
38,Female,Married,Bachelor's,25232.24,Self-employed,0.048,619,12621.92,Home,15.04,36,2,21221.86,18671.51,1,0.8798243886256906,0.5002298646493534
25,Female,Married,Bachelor's,35197.69,Self-employed,0.064,689,7838.46,Debt consolidation,13.9,36,5,23914.84,4322.23,1,0.18073422193081784,0.22269813729253254
62,Female,Married,Bachelor's,38445.04,Self-employed,0.062,697,11883.76,Debt consolidation,15.45,60,5,49232.77,30149.99,2,0.612396783686963,0.30911035597830044
30,Male,Married,Master's,72166.09,Employed,0.099,792,19926.49,Medical,10.76,36,1,44287.94,40520.2,3,0.9149262756407274,0.2761198507498467
37,Female,Single,Master's,37904.94,Employed,0.352,779,25572.11,Debt consolidation,6.73,36,5,52433.62,7378.84,1,0.14072726620820764,0.6746379231836273
38,Female,Single,Bachelor's,68544.14,Employed,0.31,677,24110.46,Vacation,16.69,36,4,80400.59,61840.25,2,0.7691516940360761,0.35175085718487387
50,Male,Married,Bachelor's,8867.91,Employed,0.19,609,16976.36,Debt consolidation,16.96,36,3,11350.24,1303.46,5,0.11483986241700617,1.9143586256513656
57,Male,Single,High School,28028.06,Employed,0.125,675,8216.17,Education,13.64,36,1,21413.35,1146.77,3,0.05355397450655783,0.2931408738243032
53,Male,Single,High School,25065.9,Self-employed,0.023,685,6378.57,Medical,10.96,36,4,37957.23,27523.02,2,0.725106126026583,0.25447201177695594
57,Male,Married,Bachelor's,18846.62,Employed,0.13,696,25870.41,Home,9.01,36,4,19505.51,1824.16,5,0.09352024120363939,1.3726816797919204
66,Male,Married,Master's,12637.42,Employed,0.192,593,12066.31,Debt consolidation,16.97,36,5,23892.15,9696.85,2,0.40585924665632855,0.9548080225235847
66,Male,Married,Bachelor's,168743.77,Student,0.113,655,12103.46,Debt consolidation,12.36,36,4,154367.45,45185.86,0,0.2927162429644332,0.07172685545664886
64,Female,Single,Bachelor's,13089.3,Unemployed,0.091,687,17522.22,Debt consolidation,11.83,36,4,16814.38,12200.18,0,0.7255801284376825,1.3386674612087737
29,Male,Married,High School,49518.22,Self-employed,0.385,687,16524.19,Car,12.78,36,3,62594.0,49257.42,6,0.7869351695050644,0.33369919193379727
38,Female,Single,Other,26085.25,Employed,0.139,710,18658.69,Other,13.1,36,7,38528.06,4620.23,0,0.1199185736317894,0.7152965756509905
75,Male,Married,Bachelor's,56171.99,Unemployed,0.126,658,19196.2,Other,11.28,36,6,79163.44,4319.72,2,0.0545671082509805,0.3417397176065865
53,Male,Single,Master's,56273.32,Unemployed,0.244,767,16836.33,Car,12.55,36,5,86448.37,28158.83,0,0.3257300282237826,0.2991884964313462
57,Male,Married,Other,23975.68,Self-employed,0.168,694,10850.3,Vacation,11.22,36,5,18645.57,13621.91,3,0.7305708540956377,0.45255442181410493
75,Female,Single,Bachelor's,100653.7,Employed,0.164,556,23006.19,Medical,13.13,36,4,62803.01,30231.97,2,0.48137772377470445,0.22856775260124565
50,Female,Single,Master's,37483.39,Employed,0.239,659,13975.37,Vacation,12.86,36,5,32190.66,24545.69,2,0.7625096844861211,0.3728416773402833
56,Male,Married,Bachelor's,44193.33,Employed,0.093,593,34490.98,Debt consolidation,12.54,60,10,40447.67,3479.66,1,0.0860286884263049,0.7804566888261193
31,Female,Single,Bachelor's,124633.74,Unemployed,0.189,666,21957.18,Debt consolidation,15.34,36,3,122974.54,80012.26,1,0.650640856229265,0.17617364286749318
71,Female,Divorced,High School,38894.01,Employed,0.081,589,16989.7,Car,11.87,36,6,41949.48,35054.51,1,0.8356363416185373,0.4368204769834738
22,Female,Divorced,Bachelor's,79822.5,Employed,0.216,579,31286.58,Other,15.21,36,4,70950.83,21499.82,3,0.3030242211401896,0.3919518932631777
67,Female,Married,High School,35423.1,Student,0.171,690,23959.36,Other,14.33,60,6,57065.39,4487.34,2,0.078635053576257,0.676376714629719
33,Male,Single,Bachelor's,43610.06,Self-employed,0.342,748,14959.06,Car,8.59,36,6,70587.52,23091.19,1,0.32712850656886655,0.3430185603963856
36,Male,Single,Bachelor's,32324.12,Employed,0.296,809,27254.79,Home,8.11,60,7,39585.67,3976.13,2,0.10044367065152618,0.8431719100164212
40,Female,Married,Bachelor's,37224.29,Unemployed,0.137,774,5671.09,Debt consolidation,8.73,60,9,49195.8,21824.83,0,0.4436319767134593,0.15234917845310145
35,Female,Married,Bachelor's,32683.44,Employed,0.152,645,500.0,Home,14.37,60,6,26469.39,16413.54,3,0.6200951363065035,0.015298267257057397
21,Male,Single,High School,23876.01,Employed,0.317,698,11646.29,Other,10.3,60,8,28413.8,16765.27,4,0.5900396990194906,0.487782087543103
52,Male,Single,Bachelor's,122455.42,Employed,0.136,745,10726.27,Debt consolidation,12.98,36,2,131899.2,34659.57,2,0.26277316314276356,0.08759326455292873
34,Male,Single,Bachelor's,22419.63,Employed,0.118,728,16309.88,Car,8.29,36,6,22148.3,20691.69,1,0.9342337786647282,0.7274821216942473
75,Female,Single,Bachelor's,117903.18,Employed,0.064,614,17231.22,Debt consolidation,12.69,60,6,181330.39,116644.68,2,0.6432715442789263,0.14614720315431698
36,Female,Married,High School,213462.85,Unemployed,0.271,716,17643.13,Home,11.05,36,7,118936.7,99396.23,2,0.8357069769045214,0.08265199307514165
45,Male,Married,Bachelor's,44979.98,Employed,0.108,838,16506.44,Car,8.68,36,3,33525.26,23991.65,3,0.7156290510498651,0.36697304000579806
69,Female,Single,Bachelor's,54985.17,Unemployed,0.05,700,22847.39,Business,15.52,36,3,53198.94,29204.89,3,0.5489750359687617,0.41551912997631907
37,Male,Married,Bachelor's,40300.66,Employed,0.082,743,500.0,Debt consolidation,7.53,36,7,52620.03,49399.06,0,0.938788138281183,0.012406744703436617
30,Female,Single,Bachelor's,41800.72,Self-employed,0.21,789,10436.4,Education,10.56,36,3,33360.77,27549.0,2,0.8257902920106461,0.24967034060657325
70,Female,Married,Master's,38853.61,Self-employed,0.259,764,4671.82,Debt consolidation,11.26,36,4,24792.03,20275.92,0,0.8178402494672683,0.12024159402433904
22,Female,Single,Bachelor's,120227.15,Employed,0.03,645,20342.99,Home,14.56,60,3,102061.06,43124.93,3,0.42254048703785757,0.16920462640925948
64,Female,Single,Bachelor's,108368.29,Retired,0.261,723,22274.57,Debt consolidation,11.09,36,2,59266.13,6673.68,2,0.1126052941199299,0.205545090727186
51,Female,Married,Bachelor's,33103.69,Employed,0.23,622,13898.41,Car,13.51,36,7,43410.64,27339.89,1,0.6297969806480623,0.41984473634208147
44,Male,Married,Bachelor's,23395.89,Self-employed,0.159,656,20491.59,Car,12.44,60,2,34610.38,23402.89,2,0.6761812496713414,0.87586281180156
36,Female,Married,High School,14832.17,Employed,0.05,772,15525.8,Debt consolidation,7.44,36,2,20783.33,17266.52,2,0.8307869816819538,1.046765240689663
35,Female,Single,Bachelor's,47212.12,Unemployed,0.213,677,5941.46,Debt consolidation,12.39,36,5,32363.3,11653.16,3,0.36007329289658346,0.12584607511799936
63,Female,Single,PhD,113403.33,Retired,0.244,648,16204.12,Debt consolidation,14.52,60,9,173214.48,42674.36,4,0.24636716283765653,0.14288927847180502
57,Male,Married,High School,54462.85,Employed,0.146,605,21341.71,Debt consolidation,15.92,36,1,75094.78,23500.48,2,0.31294425524650316,0.3918581198009285
46,Male,Married,Bachelor's,35185.55,Employed,0.082,731,17238.81,Other,12.17,36,3,48189.64,37139.18,1,0.7706880566030375,0.48994004641109773
34,Male,Single,Master's,34414.49,Employed,0.161,641,18171.02,Debt consolidation,10.83,60,7,33751.15,31426.96,1,0.9311374575384838,0.5280049188583066
54,Female,Single,Other,69416.88,Employed,0.047,619,19698.88,Home,15.54,36,4,72708.24,28739.23,0,0.39526785409741727,0.28377651084289585
48,Male,Married,Bachelor's,27307.21,Employed,0.132,599,10139.63,Car,13.54,36,8,25104.17,23516.81,3,0.9367690706364721,0.3713169525557536
51,Female,Divorced,Master's,46931.35,Employed,0.201,682,9195.75,Business,11.9,36,1,41698.44,36071.89,3,0.865065695503237,0.19594045344955985
59,Male,Married,Bachelor's,37356.75,Employed,0.12,829,22450.5,Other,9.45,60,3,41459.19,24048.63,1,0.5800554714165906,0.6009757272782027
61,Female,Married,High School,42637.1,Employed,0.091,682,31007.08,Debt consolidation,11.18,36,5,62720.5,16347.79,3,0.260645084143143,0.7272323868180529
48,Female,Single,High School,43515.34,Employed,0.315,705,16228.04,Home,11.88,60,7,50508.44,5765.64,0,0.11415201103023574,0.37292688049777395
49,Female,Single,Master's,57123.21,Employed,0.153,648,8526.59,Education,10.34,60,1,56871.48,45324.83,2,0.7969694124366027,0.14926664660476888
55,Male,Married,High School,58365.43,Employed,0.14,660,6395.27,Business,12.32,36,5,71892.64,17110.77,4,0.23800447444967943,0.10957290985434358
32,Female,Single,Other,65101.23,Employed,0.135,678,23214.07,Home,14.44,36,3,52119.52,6095.79,0,0.11695790751718359,0.35658419971481337
43,Female,Married,Bachelor's,29552.01,Employed,0.097,583,22474.06,Other,13.22,36,5,24472.37,21102.51,0,0.862299401324841,0.7604917567366823
42,Male,Single,PhD,37933.49,Employed,0.279,638,1339.28,Debt consolidation,13.81,36,7,61770.42,58384.41,2,0.9451839569813514,0.035306005326691536
46,Male,Single,Bachelor's,47596.45,Employed,0.289,536,17482.22,Debt consolidation,16.16,36,8,62046.37,46059.84,3,0.7423454426100994,0.367300922652845
70,Male,Married,Bachelor's,39400.79,Employed,0.259,651,30874.87,Debt consolidation,11.66,60,5,58124.49,4732.69,2,0.08142333808004164,0.7836104301461976
73,Female,Single,Bachelor's,69912.74,Employed,0.433,597,500.0,Debt consolidation,12.88,36,4,65368.07,52641.6,4,0.8053106050094487,0.007151772337917237
68,Other,Single,High School,33047.9,Employed,0.108,699,14317.32,Debt consolidation,12.45,36,5,51772.1,30261.61,1,0.5845157913238984,0.4332293428629353
34,Female,Divorced,High School,24708.04,Employed,0.056,621,11394.72,Debt consolidation,16.15,60,4,30282.02,19735.34,1,0.6517180822151231,0.4611745812294297
42,Female,Single,Bachelor's,40206.59,Employed,0.151,702,26102.04,Business,11.96,36,4,34802.0,12201.5,1,0.3505976668007586,0.6491980543488021
44,Female,Single,Bachelor's,70543.76,Employed,0.218,553,27235.38,Debt consolidation,14.91,36,5,86731.74,71288.12,5,0.8219380817218701,0.38607780475551634
31,Male,Married,Master's,24467.18,Employed,0.215,624,12381.04,Car,13.57,60,6,40963.88,36942.07,1,0.9018205794958877,0.5060264403171922
30,Male,Single,Bachelor's,46580.72,Unemployed,0.077,677,500.0,Debt consolidation,10.08,36,4,55970.84,20057.32,3,0.35835302811249575,0.010734054776310885
69,Male,Married,Master's,23453.72,Retired,0.122,735,2752.01,Medical,10.67,36,8,37418.3,2320.04,3,0.062002816803542644,0.11733788925594746
55,Female,Married,Master's,56280.63,Self-employed,0.305,771,15204.63,Car,12.25,36,6,76991.91,71181.51,4,0.9245323307344887,0.2701574236109297
44,Female,Married,High School,33163.55,Retired,0.189,751,500.0,Debt consolidation,11.28,60,3,21645.81,2375.2,0,0.10973024340507469,0.015076793648448371
32,Female,Married,High School,42254.11,Employed,0.419,804,21674.09,Debt consolidation,9.27,36,4,50076.87,9350.14,3,0.18671574321637913,0.5129463145715293
44,Male,Married,Bachelor's,23794.64,Unemployed,0.334,647,16537.59,Debt consolidation,11.96,36,4,23289.36,13192.93,4,0.5664788555804023,0.6950132466807651
55,Female,Married,Master's,44442.25,Employed,0.261,702,22859.85,Car,11.14,60,6,65073.67,55818.95,3,0.8577808812688758,0.5143720221185921
71,Male,Divorced,Bachelor's,11813.54,Employed,0.19,642,7758.22,Business,15.06,36,5,22579.96,7100.95,2,0.3144801850844731,0.6567227097042885
61,Male,Divorced,Master's,55694.5,Employed,0.171,696,20328.62,Debt consolidation,14.58,36,5,66096.39,18021.11,2,0.27264892984321837,0.3650022892745244
38,Female,Single,Master's,20925.12,Employed,0.314,579,531.04,Other,11.45,36,8,23877.12,2323.07,2,0.09729272207033345,0.025378110137480692
41,Male,Married,Bachelor's,55737.0,Employed,0.118,687,19141.29,Medical,12.37,60,2,78326.24,20136.48,2,0.257084726650992,0.3434216050379461
75,Male,Married,Bachelor's,126921.47,Employed,0.119,714,24274.19,Home,10.95,60,1,122452.83,47173.78,3,0.3852404227815723,0.19125361532607524
63,Female,Married,Bachelor's,71195.45,Self-employed,0.137,785,9121.82,Debt consolidation,7.43,60,11,66583.06,61152.0,3,0.9184318053270607,0.12812363711445043
27,Male,Single,Bachelor's,66369.74,Employed,0.143,609,6161.61,Debt consolidation,14.7,36,9,43263.93,39514.78,1,0.913342361639361,0.09283763956284896
23,Male,Single,High School,29957.37,Employed,0.123,565,10421.99,Car,13.43,60,3,34934.67,10948.03,3,0.31338581414966854,0.3478940240748771
34,Female,Married,Master's,24948.94,Employed,0.064,751,2672.51,Debt consolidation,8.87,36,5,39454.31,21414.25,2,0.5427607275352173,0.10711918021366841
74,Male,Single,Other,33174.1,Employed,0.162,570,21464.48,Car,13.33,60,5,24393.88,21736.44,0,0.8910612005962151,0.6470252395694231
23,Male,Single,Bachelor's,55064.35,Unemployed,0.096,640,26754.13,Debt consolidation,13.93,36,11,63990.77,29428.44,3,0.45988569914067295,0.48587025906961584
43,Male,Single,Bachelor's,69095.12,Employed,0.183,678,8414.36,Debt consolidation,10.45,36,2,91269.15,52307.09,2,0.573108109366637,0.12177936734171677
74,Female,Married,Bachelor's,67918.74,Employed,0.188,681,21117.73,Debt consolidation,15.25,36,8,98722.1,68190.7,0,0.690733888359344,0.3109264100011278
50,Male,Married,High School,32240.04,Retired,0.342,680,7274.49,Other,12.56,36,6,38115.34,31068.19,5,0.8151098743970275,0.22563526596120848
36,Male,Single,Master's,30067.63,Employed,0.168,726,24895.06,Vacation,14.75,36,7,26359.9,16684.32,3,0.6329432205736744,0.8279688156332907
28,Female,Married,Other,48425.06,Student,0.124,820,7282.64,Debt consolidation,10.24,36,3,40248.34,33710.11,0,0.8375528034199672,0.15038990142707104
49,Female,Single,Bachelor's,49102.76,Employed,0.462,722,4730.13,Debt consolidation,8.84,36,3,73744.59,8801.89,7,0.1193564165181473,0.09633124492391058
72,Male,Widowed,High School,31045.47,Employed,0.022,720,8188.58,Debt consolidation,13.92,60,5,27188.9,6149.81,1,0.22618826065048606,0.2637608643064511
43,Male,Married,High School,24355.56,Self-employed,0.091,662,4704.28,Home,12.27,60,6,36646.11,3034.16,2,0.08279623676291971,0.19315014723537458
73,Female,Married,High School,16368.05,Employed,0.127,602,19297.65,Debt consolidation,15.5,60,2,16710.58,10128.09,1,0.6060884780779602,1.1789828354629905
63,Male,Divorced,Master's,53037.59,Employed,0.031,698,25139.73,Debt consolidation,13.37,36,1,42633.23,18190.11,1,0.4266650685392592,0.4739983472099694
22,Female,Divorced,High School,81976.2,Self-employed,0.116,685,15213.46,Medical,9.58,36,6,108725.57,96968.19,3,0.8918618683719018,0.18558386458508688
43,Female,Single,Bachelor's,52854.02,Self-employed,0.423,610,13910.39,Business,11.91,60,7,58785.71,18912.27,2,0.3217154305017325,0.26318508980017036
72,Female,Married,Bachelor's,20893.19,Retired,0.217,582,6981.42,Other,14.5,36,4,33160.59,25611.69,4,0.772353266332113,0.3341481123753721
33,Male,Divorced,Other,28969.14,Employed,0.366,730,2074.1,Home,9.87,60,8,50074.14,42966.72,2,0.8580620655691741,0.07159687860944439
35,Male,Divorced,High School,103112.83,Employed,0.342,640,23901.6,Medical,15.46,60,6,107212.88,16613.81,2,0.1549609524527277,0.2318004461714415
25,Male,Single,Bachelor's,13913.34,Employed,0.059,666,18223.61,Business,6.98,60,7,18473.21,6992.98,1,0.3785470960379923,1.3097940537642292
52,Female,Single,High School,145026.29,Employed,0.214,637,9977.77,Other,11.42,60,7,84091.49,50787.03,2,0.6039496981204637,0.06879973279327493
65,Female,Single,PhD,139324.78,Employed,0.315,708,5005.06,Other,13.5,60,4,148771.53,12342.03,4,0.082959622718137,0.03592368852116616
61,Male,Single,Master's,67316.16,Employed,0.092,583,7152.57,Medical,15.54,60,6,103592.96,56166.32,1,0.5421827892551772,0.10625338700246716
73,Female,Single,Master's,39917.29,Unemployed,0.197,839,500.0,Other,10.39,60,7,29595.3,7619.02,2,0.25744020165364095,0.012525900430615404
23,Female,Widowed,High School,27567.02,Self-employed,0.294,810,11068.42,Other,9.87,36,2,16871.79,8425.38,2,0.4993767703367573,0.40150948488447424
60,Male,Single,High School,28854.68,Employed,0.364,771,17165.12,Home,11.48,36,5,41850.53,24324.66,3,0.5812270477817127,0.5948816621775046
59,Male,Widowed,Master's,60532.0,Self-employed,0.148,765,17832.22,Debt consolidation,10.99,36,10,89548.55,65709.42,0,0.7337854158442543,0.29459162096081415
42,Female,Single,Bachelor's,18095.03,Employed,0.287,800,3555.12,Car,9.54,36,4,22028.11,20522.7,2,0.9316595931289612,0.19646941729303571
52,Female,Single,Bachelor's,24249.12,Employed,0.034,632,4997.74,Debt consolidation,18.16,60,5,25149.48,13374.11,2,0.531784752607211,0.20609985022136887
36,Female,Married,Bachelor's,18074.86,Self-employed,0.042,730,11326.53,Education,12.04,60,7,18667.41,14547.52,1,0.7793003957163849,0.6266455175863049
35,Male,Married,High School,27408.9,Retired,0.255,719,27275.75,Education,14.81,60,3,21760.48,2908.64,2,0.13366616912862217,0.9951420888835377
28,Female,Single,Other,49395.11,Employed,0.062,676,11514.84,Debt consolidation,13.62,60,2,40308.75,38236.8,1,0.9485980091171272,0.23311700287741033
23,Female,Single,High School,43893.06,Employed,0.358,734,21784.61,Debt consolidation,13.26,36,6,41930.17,15377.76,1,0.3667469032441319,0.4963110341361482
43,Male,Single,Bachelor's,49149.06,Employed,0.331,699,10703.46,Debt consolidation,10.28,36,10,70361.36,15821.21,3,0.22485651215382987,0.2177754772929533
75,Female,Married,High School,16681.15,Employed,0.43,796,22087.18,Debt consolidation,13.74,36,6,17192.51,15063.04,2,0.8761396677971979,1.3240801743285084
49,Female,Married,Master's,72500.46,Employed,0.254,558,500.0,Home,10.68,36,5,51249.77,4649.27,5,0.09071787053873609,0.006896507966983933
70,Male,Single,Bachelor's,10980.94,Unemployed,0.018,732,21411.53,Home,12.05,60,3,13629.67,8058.92,1,0.5912777051828841,1.9498813398488652
39,Male,Single,Bachelor's,67303.82,Self-employed,0.291,734,12341.33,Debt consolidation,11.42,36,2,60022.75,25016.31,2,0.4167804707381785,0.1833674522486242
24,Male,Married,High School,29060.45,Employed,0.368,723,9025.6,Other,11.99,36,3,25934.39,2902.19,2,0.11190508047422747,0.310580187161589
25,Female,Single,Bachelor's,25361.43,Retired,0.185,744,913.77,Other,8.65,36,4,26361.82,7269.48,3,0.27575789531982237,0.036029908408161525
52,Male,Divorced,Bachelor's,32971.18,Employed,0.444,664,22906.55,Debt consolidation,13.37,36,10,30799.92,7607.39,6,0.24699382336058018,0.6947446224247964
24,Female,Married,Bachelor's,26248.61,Self-employed,0.031,676,14893.89,Debt consolidation,11.79,60,7,24729.81,10728.33,2,0.4338217721850673,0.5674163317600437
52,Female,Married,High School,23141.38,Unemployed,0.351,650,17907.71,Debt consolidation,14.45,60,5,32015.84,16333.32,3,0.5101637189591153,0.7738393302387324
75,Female,Married,Master's,45365.56,Unemployed,0.224,677,10678.44,Home,12.83,36,5,72833.07,23519.16,2,0.32291869613624685,0.23538649142653592
62,Female,Widowed,Bachelor's,20100.46,Employed,0.073,693,500.0,Car,10.72,60,9,28247.42,4254.75,0,0.1506243756066926,0.024875052610736272
36,Male,Married,Master's,31165.22,Employed,0.314,648,14619.8,Debt consolidation,14.74,60,3,27226.82,24446.35,2,0.8978775339903815,0.4691062665368638
31,Male,Married,High School,92545.31,Retired,0.021,615,17255.67,Medical,15.63,36,4,53615.3,18594.0,0,0.3468039906519221,0.18645645035928884
55,Male,Married,High School,151453.46,Self-employed,0.191,657,19525.09,Debt consolidation,10.36,36,4,128953.41,92747.87,2,0.7192354975335665,0.12891808480308076
64,Female,Single,Bachelor's,55254.62,Employed,0.073,715,32053.38,Debt consolidation,10.67,60,4,68216.68,48252.35,2,0.7073394659487974,0.5801031660338991
22,Male,Divorced,Bachelor's,41374.61,Self-employed,0.151,631,25592.4,Debt consolidation,14.68,60,3,31244.01,2095.05,2,0.06705445299755058,0.6185532624960091
54,Female,Married,Bachelor's,80045.21,Student,0.481,807,9743.92,Debt consolidation,7.07,60,7,77000.17,11390.38,4,0.14792668639562742,0.12173020721664668
52,Male,Married,Master's,13568.93,Employed,0.381,771,20365.79,Debt consolidation,7.98,36,6,25079.2,16689.49,3,0.665471386647102,1.5009134839666798
22,Female,Divorced,PhD,49389.29,Employed,0.261,652,16175.01,Business,14.8,36,7,40298.52,37005.66,3,0.9182883143103023,0.32750035483401363
23,Female,Single,High School,50506.54,Unemployed,0.087,695,18437.73,Other,14.16,60,7,38065.35,26639.25,0,0.6998293723819694,0.36505628775996135
74,Female,Married,High School,20466.98,Employed,0.1,754,15303.66,Debt consolidation,9.42,36,6,31874.49,29867.64,2,0.9370389926238819,0.7477243833726324
69,Female,Single,High School,27451.15,Unemployed,0.096,622,20937.53,Medical,15.34,36,8,22041.2,15078.63,4,0.6841111191768142,0.7627195946253617
64,Male,Single,Bachelor's,41739.14,Employed,0.355,611,17767.31,Education,16.56,36,7,48308.87,28555.12,1,0.5910947616866219,0.4256750378661372
44,Male,Married,High School,21568.09,Employed,0.13,774,13355.78,Debt consolidation,10.41,60,8,24869.68,3904.66,5,0.15700483480286034,0.6192379575567424
31,Female,Single,Other,49121.48,Self-employed,0.023,627,8050.19,Debt consolidation,16.29,36,3,47011.36,34174.38,2,0.7269387654388215,0.16388329504729904
23,Female,Widowed,PhD,14466.26,Employed,0.127,755,2736.75,Car,11.17,36,7,15907.35,13934.92,4,0.876005117131389,0.18918158528880305
40,Female,Married,High School,42855.27,Employed,0.105,697,500.0,Medical,9.22,36,1,35840.1,19149.69,3,0.5343090560573213,0.01166717652228069
68,Female,Single,Other,18681.42,Employed,0.081,573,12768.08,Education,15.02,36,3,22579.12,19936.97,0,0.8829825963102195,0.6834641049770307
